0	24
0	126
0	131
0	407
0	468
1	101
1	156
1	235
1	387
1	426
1	474
2	85
2	140
2	177
2	224
2	361
2	464
3	32
3	73
3	137
3	178
3	206
3	314
3	488
4	172
4	184
4	203
4	413
5	8
5	261
5	367
5	395
5	449
5	486
6	85
6	94
6	140
6	196
6	330
6	464
7	47
7	74
7	173
8	158
8	264
8	306
8	339
9	165
9	389
9	499
10	4
10	88
10	182
10	292
11	16
11	247
11	249
12	58
12	268
12	302
12	312
12	371
13	44
13	153
13	170
13	193
13	235
13	377
13	462
14	12
14	307
14	310
14	415
14	425
14	466
15	5
15	19
15	175
15	352
15	355
16	188
16	231
16	291
16	439
17	44
17	148
17	193
17	402
17	426
17	462
18	234
18	244
18	260
18	465
19	5
19	48
19	326
19	336
19	400
20	23
20	38
20	43
20	342
20	383
21	12
21	149
21	246
21	403
21	466
22	106
22	174
22	349
23	143
23	255
23	286
23	380
23	383
23	496
24	98
24	414
24	422
24	447
24	479
25	158
25	374
25	477
25	483
26	245
26	296
26	320
26	332
27	17
27	54
27	73
27	100
27	136
27	167
27	253
28	86
28	89
28	458
28	459
29	200
29	429
30	155
30	319
30	425
30	448
30	460
31	52
31	154
31	201
32	202
32	272
32	337
32	390
32	437
33	397
33	465
34	114
34	189
34	283
34	341
34	480
35	66
35	79
35	241
35	331
35	418
35	420
36	82
36	118
36	303
36	438
37	164
37	200
38	23
38	80
38	180
38	237
38	380
39	254
39	265
40	28
40	257
40	458
41	262
41	386
41	421
42	34
42	46
42	107
42	385
42	411
43	23
43	38
43	287
43	362
43	380
44	60
44	156
44	193
44	232
44	402
44	426
44	471
45	61
45	225
45	238
45	414
45	447
46	34
46	107
46	185
46	204
46	385
46	497
47	5
47	104
47	261
47	277
47	486
48	47
48	104
48	284
48	347
48	457
49	33
49	133
50	38
50	180
50	187
50	255
50	286
50	383
51	61
51	131
51	225
51	434
51	468
52	188
52	389
52	489
53	6
53	236
53	330
53	450
53	464
53	476
54	73
54	100
54	136
54	137
54	315
54	488
55	11
55	127
55	342
55	372
56	53
56	65
56	221
56	430
56	443
56	450
57	194
57	212
57	313
58	14
58	21
58	300
58	310
58	466
59	64
59	143
59	158
59	232
60	1
60	17
60	111
60	170
60	387
60	471
61	68
61	98
61	238
61	275
61	479
62	258
62	495
63	27
63	54
63	178
63	253
63	356
63	393
64	143
64	158
64	232
64	262
64	339
65	53
65	140
65	195
65	330
65	392
65	476
66	79
66	157
66	162
66	208
66	210
66	228
67	97
67	155
67	169
67	171
67	319
68	90
68	98
68	168
68	275
68	422
69	62
69	209
69	284
69	299
69	421
70	8
70	153
70	156
70	158
70	391
71	67
71	226
71	269
71	416
71	460
72	36
72	147
72	318
72	438
73	146
73	167
73	194
73	252
73	278
73	314
73	326
73	488
74	233
74	381
74	429
75	52
75	257
75	360
75	470
76	37
76	495
77	13
77	17
77	124
77	131
77	193
77	235
77	462
78	168
78	324
78	433
78	477
79	151
79	157
79	208
79	250
79	298
79	382
80	23
80	24
80	207
80	342
80	351
80	496
81	22
81	193
81	216
81	350
