493	0
280	0
410	0
40	0
154	0
499	0
31	0
308	0
52	0
459	0
75	0
389	0
489	0
201	0
28	0
470	0
105	0
458	0
9	0
257	0
86	0
142	0
138	0
165	0
188	0
420	1
222	1
363	1
241	1
218	1
205	1
331	1
228	1
87	1
66	1
242	1
210	1
382	1
79	1
208	1
157	1
451	1
162	1
295	1
151	1
35	1
298	1
354	1
418	1
250	1
318	2
263	2
274	2
357	2
72	2
122	2
128	2
399	2
82	2
379	2
118	2
163	2
467	2
438	2
294	2
305	2
370	2
119	2
303	2
323	2
147	2
176	2
346	2
36	2
361	3
85	3
430	3
272	3
443	3
2	3
177	3
450	3
56	3
196	3
221	3
487	3
224	3
464	3
140	3
6	3
476	3
65	3
330	3
195	3
236	3
53	3
94	3
392	3
466	4
240	4
268	4
312	4
259	4
472	4
246	4
14	4
307	4
432	4
300	4
217	4
149	4
271	4
371	4
21	4
310	4
398	4
161	4
403	4
316	4
12	4
302	4
415	4
58	4
54	5
136	5
393	5
100	5
356	5
278	5
252	5
167	5
178	5
146	5
253	5
137	5
428	5
488	5
125	5
27	5
63	5
206	5
498	5
73	5
3	5
314	5
315	5
91	5
343	5
390	6
88	6
93	6
182	6
461	6
172	6
113	6
219	6
184	6
337	6
456	6
437	6
10	6
442	6
203	6
141	6
202	6
32	6
4	6
181	6
292	6
166	6
494	6
413	6
160	7
251	7
338	7
171	7
260	7
30	7
213	7
460	7
186	7
319	7
463	7
226	7
448	7
169	7
425	7
97	7
431	7
71	7
155	7
365	7
67	7
322	7
416	7
269	7
191	8
490	8
397	8
18	8
33	8
285	8
229	8
248	8
465	8
234	8
273	8
293	8
435	8
115	8
133	8
49	8
256	8
290	8
455	8
454	8
89	8
129	8
121	8
333	8
409	9
417	9
117	9
348	9
473	9
401	9
108	9
267	9
223	9
212	9
369	9
453	9
227	9
345	9
214	9
134	9
84	9
444	9
375	9
194	9
313	9
57	9
446	9
116	9
139	10
297	10
106	10
481	10
469	10
321	10
491	10
405	10
83	10
350	10
216	10
230	10
211	10
179	10
243	10
22	10
492	10
92	10
174	10
109	10
349	10
190	10
204	10
81	10
270	10
239	11
299	11
41	11
144	11
477	11
421	11
192	11
266	11
433	11
358	11
69	11
288	11
386	11
484	11
334	11
276	11
262	11
478	11
483	11
209	11
374	11
25	11
99	11
324	11
78	11
329	12
232	12
296	12
339	12
245	12
376	12
309	12
340	12
59	12
26	12
158	12
281	12
8	12
485	12
153	12
143	12
332	12
306	12
264	12
132	12
70	12
64	12
391	12
320	12
168	13
414	13
327	13
51	13
24	13
98	13
225	13
90	13
434	13
61	13
275	13
447	13
197	13
152	13
0	13
479	13
468	13
406	13
238	13
45	13
126	13
422	13
131	13
68	13
407	13
148	14
124	14
377	14
111	14
419	14
402	14
77	14
474	14
44	14
156	14
193	14
235	14
462	14
120	14
101	14
183	14
60	14
17	14
426	14
344	14
387	14
1	14
13	14
170	14
471	14
255	15
373	15
287	15
452	15
380	15
38	15
286	15
207	15
80	15
145	15
50	15
342	15
237	15
351	15
362	15
20	15
244	15
496	15
383	15
43	15
23	15
289	15
180	15
396	15
378	16
46	16
34	16
497	16
187	16
112	16
427	16
384	16
311	16
341	16
114	16
440	16
185	16
480	16
189	16
42	16
283	16
123	16
359	16
475	16
394	16
385	16
130	16
411	16
107	16
104	17
47	17
103	17
352	17
355	17
277	17
367	17
347	17
233	17
336	17
326	17
175	17
284	17
395	17
364	17
5	17
19	17
15	17
486	17
449	17
400	17
48	17
261	17
457	17
328	17
368	18
439	18
231	18
408	18
159	18
16	18
282	18
335	18
127	18
55	18
304	18
249	18
96	18
291	18
220	18
198	18
215	18
412	18
301	18
325	18
445	18
11	18
247	18
102	18
372	18
76	19
7	19
482	19
62	19
110	19
353	19
173	19
366	19
429	19
424	19
37	19
74	19
199	19
404	19
258	19
135	19
388	19
39	19
29	19
200	19
423	19
150	19
279	19
441	19
254	19
317	19
381	19
495	19
95	19
436	19
360	19
164	19
265	19
